"","X","Company","Parent.Company","Location","City","County","Address","Zip","Project.Description","NAICS.Industry.Code","Year","Subsidy.Value","Megadeal.Contribution","Subsidy.Value.Adjusted.For.Megadeal","Program.Name","Awarding.Agency","Type.of.Subsidy","Number.of.Jobs.or.Training.Slots","Wage.Data","Wage.Data.Type","Investment.Data","Value.of.Exempted.Property","Source.of.Data","Notes","Subsidy.Source","CFDA.Program.Number","Loan.Value","State.in.Which.Facility.Is.Located","HQ.State.of.Parent","HQ.Country.of.Parent","Ownership.Structure","Major.Industry.of.Parent","Specific.Industry.of.Parent","Megadeal.Subsidy.Value.in.2023.Dollars","subs_m","Sector","investment_m","Seq..No.","X2022.NAICS.US.Code","X4"
"429",122159,"Great Dane LLC","Great Dane LLC","Indiana","Terre  Haute","Vigo","",NA,"",NA,2021,200000,"$0","$200,000","Skills Enhancement Fund","Indiana Economic Development Corporation","tax credit/rebate",150,"","",51000000,0,"https://secure.in.gov/apps/iedc/transparencyportal/searchtaxgrantloancontracts","Year is year of contract. Amount is contract amount. Jobs figure is number of new jobs expected by the end of the subsidy contract. Investment is expected qualified amount.","state",NA,NA,NA,"Georgia","USA","privately held","motor vehicles","commercial truck trailers",NA,0.2,"Motor Vehicle Manufacturing",51,807,3361,NA
"430",154786,"Keysight Technologies, Inc.","Keysight Technologies","California","","","",NA,"Manufacturing",NA,2023,200000,"$0","$200,000","Employment Training Panel","Employment Training Panel","training reimbursement",100,NA,"",NA,0,"https://etp.ca.gov/about-us/annual-reports/","Year is fiscal year. Subsidy is earned amount (see source for percent earned). Jobs are number of workers trained. Description is industry category.","state",NA,NA,NA,"California","USA","publicly traded","automotive parts","automotive parts","$0",0.2,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"431",157356,"Kzrv, L.P.","Thor Industries","Indiana","Shipshewana","La Grange","",NA,"",NA,2022,200000,"$0","$200,000","Hoosier Business Investment Tax Credit","Indiana Economic Development Corporation","tax credit/rebate",160,"","",9500000,0,"https://secure.in.gov/apps/iedc/transparencyportal/searchtaxgrantloancontracts","Year is year of contract. Amount is contract amount. Jobs figure is number of new jobs expected by the end of the subsidy contract. Investment is expected qualified amount.","state",NA,NA,NA,"Indiana","USA","publicly traded","motor vehicles","recreational vehicles",NA,0.2,"Motor Vehicle Manufacturing",9.5,807,3361,NA
"432",185133,"Modine Manufacturing Company","Modine Manufacturing","Tennessee","","Lawrence",NA,NA,"Expansion",NA,2021,200000,"$0","$200,000","FastTrack Economic Development Program","Department of Economic and Community Development","grant",45,"","",1187153,0,"https://www.tn.gov/transparenttn/state-financial-overview/open-ecd/openecd/fasttrack-project-database.html","Subsidy value is amount of funds received. Jobs and investment figures are projected.","state",NA,NA,NA,"Wisconsin","USA","publicly traded","automotive parts","automotive parts",NA,0.2,"Motor Vehicle Parts Manufacturing",1.187,818,3363,NA
"433",210641,"Parker-Hannifin Corporation","Parker-Hannifin","Indiana","Albion","Noble","",NA,"",NA,2021,200000,"$0","$200,000","Economic Development for a Growing Economy","Indiana Economic Development Corporation","tax credit/rebate",NA,"","",3721000,0,"https://secure.in.gov/apps/iedc/transparencyportal/searchtaxgrantloancontracts","Year is year of contract. Amount is contract amount. Investment is expected qualified amount.","state",NA,NA,NA,"Ohio","USA","publicly traded","industrial equipment","industrial equipment",NA,0.2,"Machinery Manufacturing",3.721,685,333,NA
"434",231187,"Robert Bosch LLC","Robert Bosch","Indiana","Albion","Noble","",NA,"",NA,2021,200000,"$0","$200,000","Hoosier Business Investment Tax Credit","Indiana Economic Development Corporation","tax credit/rebate",16,"","",7100000,0,"https://secure.in.gov/apps/iedc/transparencyportal/searchtaxgrantloancontracts","Year is year of contract. Amount is contract amount. Jobs figure is number of new jobs expected by the end of the subsidy contract. Investment is expected qualified amount.","state",NA,NA,NA,"","Germany","privately held","automotive parts","automotive parts",NA,0.2,"Motor Vehicle Parts Manufacturing",7.1,818,3363,NA
"435",38938,"Baltimore Aircoil Company, Inc.","Amsted Industries","Tennessee","","Rhea","",NA,"",NA,2023,199962,"$0","$199,962","FastTrack Job Training Assistance","Department of Economic and Community Development","grant",63,"","",16500000,0,"https://www.tn.gov/transparenttn/state-financial-overview/open-ecd/openecd/fasttrack-project-database.html","Year is CY. Subsidy value is amount of funds received. Jobs and investment figures are projected.","state",NA,NA,NA,"Illinois","USA","employee-owned","industrial equipment","industrial equipment","$0",0.199962,"Machinery Manufacturing",16.5,685,333,NA
"436",104873,"Fairchild Semiconductor Corp","ON Semiconductor","Maine","",NA,NA,NA,NA,NA,2021,199516,"$0","$199,516","Business Equipment Tax Reimbursement (BETR)","Department of Economic and Community Development","property tax abatement",NA,"","",NA,0,"https://www.maine.gov/revenue/taxes/tax-policy-office","Year is fiscal year; subsidy value is business equipment tax refund.","state",NA,NA,NA,"Arizona","USA","publicly traded","electrical and electronic equipment","semiconductors",NA,0.199516,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"437",90932,"Dxc Technology Services","DXC Technology","Oklahoma","","Tulsa",NA,NA,"year of exemption: 2",NA,2023,199419,"$0","$199,419","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Virginia","USA","publicly traded","information technology","information technology","$0",0.199419,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"438",104487,"FUJIFILM Holdings America Corporation","Fujifilm","Massachusetts","",NA,"",NA,"",NA,2021,195000,"$0","$195,000","Life Sciences - Research Credit","Life Sciences Center","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://www.mass.gov/lists/massachusetts-dor-tax-credit-transparency-reports","Year is calendar year awarded. Subsidy value is amount awarded.","state",NA,NA,NA,"","Japan","publicly traded","electrical and electronic equipment","imaging products","$0",0.195,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"439",127394,"HUBBELL MANUFACTURING OKC, INC.","Hubbell","Oklahoma","","",NA,NA,"",NA,2024,194821,"$0","$194,821","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,"","",NA,0,"https://oktap.tax.ok.gov/OkTAP/Web/_/","Year is fiscal year. Subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.194821,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"440",115073,"GOODYEAR TIRE & RUBBER","Goodyear Tire & Rubber","Oklahoma",NA,"Comanche",NA,NA,"year of exemption: 1",NA,2022,194715,"$0","$194,715","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Ohio","USA","publicly traded","automotive parts","automotive parts-tires",NA,0.194715,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"441",183010,"Microchip Technology Inc.","Microchip Technology Inc.","Oregon","Gresham","Multnomah","",NA,"",NA,2023,191714,"$0","$191,714","Enterprise Zone Program","Business Oregon","property tax abatement",190,"",NA,19072000,10409190,"https://data.oregon.gov/Revenue-Expense/Part-A-Enterprise-Zone-Business-Projects-2023-Exem/mc92-ucqf/about_data","Year is fiscal year. Subsidy amount consists of exemptions on qualified property during the tax year. Description field shows zone name. Jobs are ""New Jobs of Firm in Zone"" (negative number indicate job reduction).","local",NA,NA,NA,"Arizona","USA","publicly traded","electrical and electronic equipment","semiconductors",NA,0.191714,"Electrical Equipment, Appliance, and Component Manufacturing",19.072,777,335,NA
"442",115072,"GOODYEAR TIRE & RUBBER","Goodyear Tire & Rubber","Oklahoma",NA,"Comanche",NA,NA,"year of exemption: 5",NA,2022,188073,"$0","$188,073","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Ohio","USA","publicly traded","automotive parts","automotive parts-tires",NA,0.188073,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"443",98984,"Entergy Utility Holding Company LLC","Entergy","Arkansas","","",NA,NA,NA,NA,2023,187494,"$0","$187,494","Governor's Quick Action Closing Fund","Economic Development Commission","grant",NA,NA,NA,NA,0,"https://www.ark.org/dfa/transparency/expenditures.php?ina_sec_csrf=cf012b67481f7f6efc6db968d33f0211&do:expenditures&tab=overview","Year is fiscal year. Subsidy value is amount paid.","state",NA,NA,NA,"Louisiana","USA","publicly traded","utilities and power generation","utilities",NA,0.187494,"Utilities",NA,173,22,NA
"444",268945,"The Shyft Group","Shyft Group","Maine","Waterville",NA,NA,NA,NA,NA,2021,187212,"$0","$187,212","Pine Tree Development Zones","Department of Economic and Community Development","enterprise zone",234,"$10,501,775","Total Salary & Wages",NA,0,"Direct from agency; not on web","Year is report calendar year. Jobs figure is the number of qualified employees in report year. Salary/wage data is based on the number of qualified employees. PTDZ award may include the prior year's award for company participation in the Employment Tax Increment Financing (ETIF) program.","state",NA,NA,NA,"Michigan","USA","publicly traded","motor vehicles","motor vehicles",NA,0.187212,"Motor Vehicle Manufacturing",NA,807,3361,NA
"445",135927,"IBM Corporation","IBM Corp.","North Carolina","","",NA,NA,"Durham Technical Community College","242",2023,184148,"$0","$184,148","Customized Training Program","North Carolina Community College System","training reimbursement",NA,NA,NA,NA,0,"https://www.ncleg.gov/Documents/19/4467","Year is FY. Subsidy value is value of total training expenditures. Jobs data is total number of workers trained.","state",NA,NA,NA,"New York","USA","publicly traded","information technology","information technology","$0",0.184148,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"446",104486,"FUJIFILM Diosynth Biotechologies (Holly Springs)","Fujifilm","North Carolina","","",NA,NA,"Wake Technical Community College","0",2023,182400,"$0","$182,400","Customized Training Program","North Carolina Community College System","training reimbursement",NA,NA,NA,NA,0,"https://www.ncleg.gov/Documents/19/4467","Year is FY. Subsidy value is value of total training expenditures. Jobs data is total number of workers trained.","state",NA,NA,NA,"","Japan","publicly traded","electrical and electronic equipment","imaging products","$0",0.1824,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"447",23138,"Alliance Compressors, LLC","Emerson Electric","Louisiana","Natchitoches","Natchitoches","100 Industrial Drive","71457","Expansion of Alliance Compressors, LLC to include additional employees and maintaining ongoing operations as well as additional equipment.  New equipment purchases for the scroll compressor product line.  Creating approximately 24 net new jobs within the first 24 months.",NA,2021,182350,"$0","$182,350","Enterprise Zone","Louisiana Economic Development","tax credit",506,"23680000","Estimated Total Payroll",11921155,0,"https://fastlaneng.louisianaeconomicdevelopment.com/public/reports","Year is application board approval date. Subsidy is the sum of Estimated 5 Year Payroll Credit and Estimated 5 Year S&U or Investment Tax Credit. Jobs is the sum of estimated 5 year new jobs, existing jobs, and estimated construction jobs, which equals the estimated total jobs. Wage data is the sum of estimated 5 year payroll, existing payroll, and estimated construction payroll, which equals the estimated total payroll. Investment data is the sum of Estimated Building And Material, Estimated Machinery And Equipment, and Estimated Labor And Engineering which equals the Total Estimated Investment.","State",NA,NA,NA,"Missouri","USA","publicly traded","industrial equipment","industrial equipment",NA,0.18235,"Machinery Manufacturing",11.921,685,333,NA
"448",168874,"MACK TRUCKS, INC.","Volvo","Maryland","","Washington",NA,NA,"","336120",2021,180451,"$0","$180,451","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount. Jobs are number of promised jobs. Investment is total project cost.","state",NA,NA,NA,"","Sweden","publicly traded","motor vehicles","motor vehicles",NA,0.180451,"Motor Vehicle Manufacturing",NA,807,3361,NA
"449",219415,"Proterra Inc","General Motors","South Carolina","Greenville","Greenville","",NA,"",NA,2021,179236,"$0","$179,236","Greenville County: Tax Abatements (Greenville City tax reduction)","Greenville County Council","tax abatement",NA,"","",NA,0,"https://www.greenvillesc.gov/Archive.aspx?AMID=45","Year is FY. Subsidy is actual CITY tax abatement in this year.","state",NA,NA,NA,"""Michigan""","USA","publicly traded","motor vehicles","motor vehicles","$0",0.179236,"Motor Vehicle Manufacturing",NA,807,3361,NA
"450",17522,"Abb Motors And Mechanical Inc.","ABB Ltd.","Oklahoma","","",NA,NA,"",NA,2023,178386,"$0","$178,386","Oklahoma Investment/New Jobs Credit","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://data.ok.gov/dataset/state-of-oklahoma-tax-credits","Year is FY. Subsidy is credit amount for that year. Year is when the credit was claimed by the company.Subsidy was awarded in 2021.","state",NA,NA,NA,"","Switzerland","publicly traded","utilities and power generation","power systems","$0",0.178386,"Utilities",NA,173,22,NA
"451",132578,"Hoffman Enclosures Inc.","nVent Electric PLC","Minnesota","Anoka",NA,NA,NA,"",NA,2023,175000,"$0","$175,000","Minnesota Job Creation Fund","Department of Employment and Economic Development","grant",141,"34.96","Average cash wage",4000000,0,"https://mn.gov/deed/business/financing-business/deed-programs/mn-jcf/job-creation-fund-map.jsp","Year is contract year. Subsidy value is granted to locality to fund loan to recipient. Jobs are new jobs. Investment is total project cost.","state",NA,NA,NA,"","United Kingdom","publicly traded","electrical and electronic equipment","electrical connection products","$0",0.175,"Electrical Equipment, Appliance, and Component Manufacturing",4,777,335,NA
"452",220707,"Qorvo Biotechnologies LLC","Qorvo","Minnesota","Plymouth","","",NA,"",NA,2021,175000,"$0","$175,000","Minnesota Job Creation Fund","Department of Employment and Economic Development","grant",54,"$61","Average cash wage",1465389,0,"https://mn.gov/deed/business/financing-business/deed-programs/mn-jcf/job-creation-fund-map.jsp","Year is contract year. Subsidy value is grant amount awarded. Jobs are new jobs. Investment is eligible capital investment.","state",NA,NA,NA,"North Carolina","USA","publicly traded","electrical and electronic equipment","semiconductors",NA,0.175,"Electrical Equipment, Appliance, and Component Manufacturing",1.465,777,335,NA
"453",163651,"Leidos, Inc.","Leidos","Maryland","","","",NA,"","541715",2022,169847,"$0","$169,847","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount.","state",NA,NA,NA,"Virginia","USA","publicly traded","information technology","information technology",NA,0.169847,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
