"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2022-Q4,3.794800,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2023-Q1,5.421716,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2023-Q2,2.279585,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2023-Q3,0.677715,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2024-Q1,61.078037,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2024-Q2,3.569206,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2024-Q3,4.265201,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2024-Q4,2.181677,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2025-Q1,5.903087,Power
Retail,MI,Distributed Electricity and Storage,Residential Batteries,2025-Q2,2.490081,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q3,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q4,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,3.939986,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,7.653500,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,7.742438,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,15.107126,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,18.751127,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,22.755836,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,9.630951,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,9.428340,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,14.754506,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,16.197761,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,13.472342,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,19.089170,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,17.316987,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,19.922787,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q2,19.292599,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q3,23.806182,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q4,18.889057,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q1,19.501545,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q2,10.588083,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q3,18.220540,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q4,9.300092,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q1,9.218109,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q2,0.000000,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q3,26.924919,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q4,10.195925,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q1,9.326938,Power
Retail,MI,Distributed Electricity and Storage,Residential Solar Photovoltaic,2025-Q2,4.578162,Power
Retail,MI,Heat Pumps,Heat Pumps,2018-Q1,13.753972,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2018-Q2,17.028366,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2018-Q3,14.717593,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2018-Q4,11.004891,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2019-Q1,14.565849,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2019-Q2,19.001494,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2019-Q3,16.139900,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2019-Q4,11.905308,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2020-Q1,15.373827,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2020-Q2,17.326350,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2020-Q3,19.737042,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2020-Q4,16.604260,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2021-Q1,17.740747,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2021-Q2,22.804961,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2021-Q3,19.965781,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2021-Q4,17.386572,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2022-Q1,19.725160,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2022-Q2,23.901758,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2022-Q3,22.800570,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2022-Q4,18.366232,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2023-Q1,18.970485,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2023-Q2,20.573702,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2023-Q3,19.191791,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2023-Q4,13.024355,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2024-Q1,17.184779,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2024-Q2,21.648349,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2024-Q3,23.270507,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2024-Q4,16.969168,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2025-Q1,18.821229,Buildings
Retail,MI,Heat Pumps,Heat Pumps,2025-Q2,23.611781,Buildings
Retail,MI,Zero Emission Vehicles,BEV,2018-Q1,18.248063,Transport
Retail,MI,Zero Emission Vehicles,BEV,2018-Q2,19.995885,Transport
Retail,MI,Zero Emission Vehicles,BEV,2018-Q3,23.987961,Transport
Retail,MI,Zero Emission Vehicles,BEV,2018-Q4,53.080895,Transport
Retail,MI,Zero Emission Vehicles,BEV,2019-Q1,33.188734,Transport
Retail,MI,Zero Emission Vehicles,BEV,2019-Q2,39.076102,Transport
Retail,MI,Zero Emission Vehicles,BEV,2019-Q3,40.654148,Transport
Retail,MI,Zero Emission Vehicles,BEV,2019-Q4,32.715480,Transport
Retail,MI,Zero Emission Vehicles,BEV,2020-Q1,32.721465,Transport
Retail,MI,Zero Emission Vehicles,BEV,2020-Q2,37.116472,Transport
Retail,MI,Zero Emission Vehicles,BEV,2020-Q3,64.124963,Transport
Retail,MI,Zero Emission Vehicles,BEV,2020-Q4,99.213341,Transport
Retail,MI,Zero Emission Vehicles,BEV,2021-Q1,85.808520,Transport
Retail,MI,Zero Emission Vehicles,BEV,2021-Q2,111.199777,Transport
Retail,MI,Zero Emission Vehicles,BEV,2021-Q3,95.317847,Transport
Retail,MI,Zero Emission Vehicles,BEV,2021-Q4,115.642353,Transport
Retail,MI,Zero Emission Vehicles,BEV,2022-Q1,116.218747,Transport
Retail,MI,Zero Emission Vehicles,BEV,2022-Q2,171.152990,Transport
Retail,MI,Zero Emission Vehicles,BEV,2022-Q3,183.045776,Transport
Retail,MI,Zero Emission Vehicles,BEV,2022-Q4,195.779337,Transport
Retail,MI,Zero Emission Vehicles,BEV,2023-Q1,179.389926,Transport
Retail,MI,Zero Emission Vehicles,BEV,2023-Q2,249.804077,Transport
Retail,MI,Zero Emission Vehicles,BEV,2023-Q3,253.442526,Transport
Retail,MI,Zero Emission Vehicles,BEV,2023-Q4,284.798356,Transport
Retail,MI,Zero Emission Vehicles,BEV,2024-Q1,250.091282,Transport
Retail,MI,Zero Emission Vehicles,BEV,2024-Q2,379.230921,Transport
Retail,MI,Zero Emission Vehicles,BEV,2024-Q3,454.126737,Transport
Retail,MI,Zero Emission Vehicles,BEV,2024-Q4,607.733896,Transport
Retail,MI,Zero Emission Vehicles,BEV,2025-Q1,686.121407,Transport
Retail,MI,Zero Emission Vehicles,BEV,2025-Q2,700.650388,Transport
Retail,MI,Zero Emission Vehicles,FCV,2024-Q1,0.058845,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2018-Q1,36.595386,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2018-Q2,24.352990,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2018-Q3,20.555769,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2018-Q4,51.371050,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2019-Q1,17.846970,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2019-Q2,20.700888,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2019-Q3,13.472138,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2019-Q4,12.746336,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2020-Q1,12.181421,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2020-Q2,7.227800,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2020-Q3,15.449545,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2020-Q4,28.904098,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2021-Q1,45.165588,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2021-Q2,80.967660,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2021-Q3,61.391601,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2021-Q4,65.361964,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2022-Q1,71.173298,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2022-Q2,91.311747,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2022-Q3,90.968975,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2022-Q4,89.907344,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2023-Q1,91.464123,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2023-Q2,105.022059,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2023-Q3,66.426773,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2023-Q4,80.501507,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2024-Q1,88.064549,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2024-Q2,90.865677,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2024-Q3,103.424644,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2024-Q4,132.819746,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2025-Q1,178.523801,Transport
Retail,MI,Zero Emission Vehicles,PHEV,2025-Q2,177.986367,Transport
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2021-Q2,0.011393,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2021-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2021-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2022-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2022-Q2,0.233778,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2022-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2022-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2023-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2023-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2023-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2023-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2024-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2024-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2024-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2024-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2025-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Batteries,2025-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.399177,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q1,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q2,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,4.747388,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,0.225968,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,0.000000,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,3.120814,Power
Retail,MN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,2.855907,Power
